Name,Season Type,NBA ID,Year(s),Games,FG,FGA,FG Points,EFG%,EFG+,PAA,PAA/Game,PAR,PAR/Game,ShotSkill+,Volume Percentile,EFG Percentile,PAA/Game Percentile,PAR/Game Percentile,ShotSkill Percentile
Flip Murray,Pre,2436,200708,7,26,64,53,41.4,87.5,-7.6,-1.1,7.5,1.1,86.4,67,24,21,30,22
Flip Murray,Pre,2436,200809,8,40,79,89,56.3,117.5,13.2,1.7,24.7,3.1,120.2,79,83,90,91,86
Flip Murray,Pre,2436,200910,3,6,21,13,31.0,63.7,-7.4,-2.5,-3.5,-1.2,60.3,42,2,2,2,2
Flip Murray,Pre,2436,201213,4,7,20,14,35.0,73.3,-5.1,-1.3,-0.7,-0.2,74.0,11,8,16,9,9
Lonny Baxter,Pre,2437,200506,3,8,13,16,61.5,131.0,3.8,1.3,6.1,2.0,111.3,4,95,81,67,70
Matt Barnes,Pre,2440,200506,5,17,33,34,51.5,109.7,3.0,0.6,8.8,1.8,108.2,34,70,67,60,63
Matt Barnes,Pre,2440,200607,6,28,44,56,63.6,132.4,13.7,2.3,20.1,3.3,122.9,49,97,94,91,89
Matt Barnes,Pre,2440,200708,6,18,50,42,42.0,88.7,-5.4,-0.9,6.5,1.1,85.0,61,28,25,30,20
Matt Barnes,Pre,2440,200809,6,28,71,63,44.4,92.5,-5.1,-0.8,5.2,0.9,87.5,96,31,24,42,23
Matt Barnes,Pre,2440,200910,7,18,40,41,51.3,105.4,2.1,0.3,9.6,1.4,96.6,26,59,56,49,39
Matt Barnes,Pre,2440,201011,8,20,45,44,48.9,101.6,0.7,0.1,12.8,1.6,95.9,23,54,53,37,38
Matt Barnes,Pre,2440,201112,2,1,4,3,37.5,81.0,-0.7,-0.4,0.2,0.1,82.9,100,100,100,100,100
Matt Barnes,Pre,2440,201213,8,32,69,73,52.9,110.7,7.1,0.9,22.3,2.8,103.6,63,70,73,74,53
Matt Barnes,Pre,2440,201314,1,0,5,0,0.0,0.0,-4.7,-4.7,-4.2,-4.2,0.0,11,0,0,0,0
Matt Barnes,Pre,2440,201415,7,6,44,13,14.8,30.2,-30.0,-4.3,-24.7,-3.5,27.5,27,0,1,0,0
Matt Barnes,Pre,2440,201516,5,7,30,16,26.7,55.7,-12.7,-2.5,-6.3,-1.3,53.4,27,2,2,2,2
Matt Barnes,Pre,2440,201617,1,4,12,11,45.8,92.9,-0.8,-0.8,1.0,1.0,93.8,93,36,27,47,37
Jamal Sampson,Pre,2441,200506,2,1,3,2,33.3,71.0,-0.8,-0.4,-0.3,-0.1,56.3,0,6,36,13,2
Jamal Sampson,Pre,2441,200607,1,1,1,2,100.0,208.0,1.0,1.0,1.2,1.2,163.6,0,100,79,55,100
Jamal Sampson,Pre,2441,200708,1,1,1,2,100.0,211.2,1.1,1.1,1.3,1.3,171.8,0,100,76,35,100
Darius Songaila,Pre,2443,200506,5,28,47,56,59.6,126.9,11.9,2.4,20.1,4.0,135.2,73,94,96,95,97
Darius Songaila,Pre,2443,200708,7,15,34,30,44.1,93.2,-2.2,-0.3,5.8,0.8,96.8,6,36,41,25,43
Darius Songaila,Pre,2443,200809,7,8,30,16,26.7,55.6,-12.8,-1.8,-8.4,-1.2,58.9,2,1,7,4,2
Darius Songaila,Pre,2443,200910,6,15,27,30,55.6,114.3,3.8,0.6,8.8,1.5,135.3,6,78,69,51,95
Darius Songaila,Pre,2443,201011,4,6,9,12,66.7,138.6,3.3,0.8,5.8,1.4,118.4,0,98,74,32,86
Rasual Butler,Pre,2446,200506,4,15,39,33,42.3,90.1,-3.6,-0.9,3.2,0.8,98.4,77,29,23,32,43
Rasual Butler,Pre,2446,200607,6,15,31,34,54.8,114.1,4.2,0.7,8.7,1.5,117.8,11,80,72,61,85
Rasual Butler,Pre,2446,200708,6,23,55,54,49.1,103.7,1.9,0.3,14.9,2.5,108.9,67,58,59,67,66
Rasual Butler,Pre,2446,200809,6,22,41,49,59.8,124.6,9.7,1.6,15.6,2.6,126.8,35,93,89,83,93
Rasual Butler,Pre,2446,200910,8,35,83,83,50.0,102.9,2.3,0.3,17.7,2.2,109.3,84,51,55,72,69
Rasual Butler,Pre,2446,201011,8,24,66,61,46.2,96.1,-2.5,-0.3,15.3,1.9,95.7,62,39,39,46,38
Rasual Butler,Pre,2446,201112,1,0,4,0,0.0,0.0,-3.7,-3.7,-2.8,-2.8,0.0,100,100,100,100,100
Rasual Butler,Pre,2446,201314,4,3,15,8,26.7,56.3,-6.2,-1.6,-4.5,-1.1,48.4,2,1,9,4,0
Rasual Butler,Pre,2446,201415,5,13,33,30,45.5,92.9,-2.3,-0.5,1.7,0.3,103.3,33,35,37,35,58
Rasual Butler,Pre,2446,201516,5,7,20,16,40.0,83.5,-3.2,-0.6,1.1,0.2,80.3,1,19,28,14,15
Rasual Butler,Pre,2446,201617,3,2,11,4,18.2,36.9,-6.9,-2.3,-5.2,-1.7,48.9,0,0,7,2,1
Luis Scola,Pre,2449,200708,6,24,42,48,57.1,120.7,8.2,1.4,18.1,3.0,123.9,35,86,80,76,90
Luis Scola,Pre,2449,200809,6,18,44,36,40.9,85.3,-6.2,-1.0,0.2,0.0,81.2,45,21,19,21,15
Luis Scola,Pre,2449,200910,4,13,28,26,46.4,95.5,-1.2,-0.3,4.0,1.0,113.4,42,37,37,36,77
Luis Scola,Pre,2449,201011,5,20,51,40,39.2,81.5,-9.1,-1.8,4.7,0.9,85.5,81,12,7,19,18
Luis Scola,Pre,2449,201112,2,11,20,22,55.0,118.9,3.5,1.7,7.8,3.9,137.6,100,100,100,100,100
Luis Scola,Pre,2449,201213,7,24,50,49,49.0,102.6,1.2,0.2,12.3,1.8,109.4,41,55,55,48,63
Luis Scola,Pre,2449,201314,7,31,60,62,51.7,109.1,5.1,0.7,12.1,1.7,106.2,62,66,68,70,62
Luis Scola,Pre,2449,201415,6,17,41,34,41.5,84.8,-6.1,-1.0,-1.1,-0.2,90.3,38,20,22,21,30
Luis Scola,Pre,2449,201516,6,24,45,49,54.4,113.7,5.9,1.0,15.5,2.6,128.2,51,75,75,72,91
Luis Scola,Pre,2449,201617,5,15,39,36,46.2,93.6,-2.5,-0.5,3.4,0.7,90.0,56,37,37,39,30
Randy Holcomb,Pre,2450,200506,3,9,17,20,58.8,125.3,4.0,1.3,7.0,2.3,124.2,20,93,83,74,91
Junior Harrington,Pre,2454,200607,6,8,23,16,34.8,72.3,-6.1,-1.0,-2.8,-0.5,61.6,1,9,21,12,3
Cezary Trybanski,Pre,2456,200607,1,0,1,0,0.0,0.0,-1.0,-1.0,-0.8,-0.8,0.0,0,0,23,7,0
Jannero Pargo,Pre,2457,200506,4,7,24,16,33.3,71.0,-6.5,-1.6,-2.3,-0.6,83.1,25,6,9,7,23
Jannero Pargo,Pre,2457,200607,6,21,45,51,56.7,117.9,7.7,1.3,14.3,2.4,124.9,50,86,84,80,91
Jannero Pargo,Pre,2457,200708,6,14,36,30,41.7,88.0,-4.1,-0.7,4.4,0.7,94.9,21,26,31,22,37
Jannero Pargo,Pre,2457,200910,6,24,70,54,38.6,79.3,-14.1,-2.3,-1.0,-0.2,87.6,93,10,3,10,22
Jannero Pargo,Pre,2457,201112,1,0,1,0,0.0,0.0,-0.9,-0.9,-0.7,-0.7,0.0,100,100,100,100,100
Jannero Pargo,Pre,2457,201213,5,15,38,37,48.7,101.9,0.7,0.1,9.1,1.8,109.0,49,53,53,50,62
Jannero Pargo,Pre,2457,201314,5,15,30,38,63.3,133.7,9.6,1.9,13.0,2.6,135.9,25,96,91,87,97
Jannero Pargo,Pre,2457,201415,6,23,54,55,50.9,104.2,2.2,0.4,8.7,1.5,115.5,70,59,62,67,82
Pat Burke,Pre,2469,200506,3,5,12,10,41.7,88.7,-1.3,-0.4,0.8,0.3,100.1,2,28,36,22,49
Pat Burke,Pre,2469,200607,2,2,4,6,75.0,156.0,2.2,1.1,2.7,1.4,150.4,0,100,80,59,100
Pat Burke,Pre,2469,200708,4,5,19,11,29.0,61.1,-7.0,-1.7,-2.5,-0.6,59.2,5,2,7,3,2
Smush Parker,Pre,2470,200506,3,11,23,24,52.2,111.1,2.4,0.8,6.4,2.1,99.6,51,74,74,70,46
Smush Parker,Pre,2470,200607,3,10,23,22,47.8,99.5,-0.1,0.0,3.2,1.1,93.4,53,50,50,52,37
Smush Parker,Pre,2470,200708,3,11,25,26,52.0,109.8,2.3,0.8,8.2,2.7,107.8,61,67,70,71,65
Smush Parker,Pre,2470,200809,4,8,14,20,71.4,148.9,6.6,1.6,8.6,2.2,128.2,1,100,90,75,94
Mike Batiste,Pre,2471,200708,2,13,22,27,61.4,129.6,6.2,3.1,11.4,5.7,131.6,86,94,99,99,94
Devin Brown,Pre,2484,200506,5,9,23,18,39.1,83.3,-3.6,-0.7,0.4,0.1,91.5,4,16,29,16,32
Devin Brown,Pre,2484,200708,5,8,38,19,25.0,52.8,-17.0,-3.4,-8.0,-1.6,47.9,46,1,1,1,1
Devin Brown,Pre,2484,200809,6,16,49,37,37.8,78.7,-10.0,-1.7,-2.9,-0.5,78.6,61,12,8,11,12
Devin Brown,Pre,2484,200910,6,12,34,30,44.1,90.8,-3.1,-0.5,3.3,0.5,88.2,24,27,33,21,24
Richie Frahm,Pre,2499,200506,6,12,33,31,47.0,100.0,0.0,0.0,5.8,1.0,94.0,14,48,48,38,36
Richie Frahm,Pre,2499,200708,2,3,7,9,64.3,135.8,2.4,1.2,4.0,2.0,126.7,0,97,77,55,90
Reggie Evans,Pre,2501,200506,5,5,18,10,27.8,59.2,-6.9,-1.4,-3.7,-0.7,46.9,0,2,12,6,0
Reggie Evans,Pre,2501,200607,5,10,19,20,52.6,109.5,1.7,0.3,4.5,0.9,95.0,1,73,63,47,41
Reggie Evans,Pre,2501,200708,5,8,24,16,33.3,70.4,-6.7,-1.3,-1.1,-0.2,65.0,5,5,15,5,3
Reggie Evans,Pre,2501,200809,7,8,20,16,40.0,83.4,-3.2,-0.5,-0.3,0.0,73.1,0,18,33,19,8
Reggie Evans,Pre,2501,200910,5,8,19,16,42.1,86.6,-2.5,-0.5,1.1,0.2,84.6,1,18,33,14,16
Reggie Evans,Pre,2501,201011,8,10,22,20,45.5,94.5,-1.2,-0.1,4.8,0.6,77.8,0,36,45,12,9
Reggie Evans,Pre,2501,201213,2,3,5,6,60.0,125.6,1.2,0.6,2.3,1.2,98.3,0,91,66,32,43
Reggie Evans,Pre,2501,201314,7,9,22,18,40.9,86.3,-2.8,-0.4,-0.3,0.0,74.1,0,22,36,25,9
Reggie Evans,Pre,2501,201415,6,6,20,12,30.0,61.3,-7.6,-1.3,-5.1,-0.9,54.2,0,1,18,8,1
LeBron James,Pre,2544,200506,3,19,39,41,52.6,111.9,4.4,1.5,11.2,3.7,119.5,96,75,85,93,87
LeBron James,Pre,2544,200607,5,29,62,60,48.4,100.6,0.4,0.1,9.4,1.9,97.1,94,53,54,71,46
LeBron James,Pre,2544,200708,6,28,59,56,47.5,100.2,0.1,0.0,14.1,2.3,98.3,78,51,51,63,45
LeBron James,Pre,2544,200809,6,33,62,72,58.1,121.1,12.5,2.1,21.5,3.6,116.0,83,89,95,97,82
LeBron James,Pre,2544,200910,6,29,64,60,46.9,96.4,-2.2,-0.4,9.7,1.6,94.7,88,38,35,54,36
LeBron James,Pre,2544,201011,6,46,93,98,52.7,109.5,8.5,1.4,33.6,5.6,109.2,100,71,85,98,69
LeBron James,Pre,2544,201112,2,18,30,36,60.0,129.7,8.2,4.1,14.7,7.4,143.8,100,100,100,100,100
LeBron James,Pre,2544,201213,7,37,78,75,48.1,100.6,0.5,0.1,17.7,2.5,97.6,88,49,51,69,42
LeBron James,Pre,2544,201314,6,35,70,75,53.6,113.1,8.7,1.4,16.8,2.8,113.7,92,75,87,89,75
LeBron James,Pre,2544,201415,5,24,48,56,58.3,119.3,9.1,1.8,14.9,3.0,122.1,77,85,91,92,89
LeBron James,Pre,2544,201516,2,9,28,21,37.5,78.3,-5.8,-2.9,0.2,0.1,74.4,98,11,1,12,12
LeBron James,Pre,2544,201617,3,17,25,35,70.0,141.9,10.3,3.4,14.1,4.7,150.1,64,98,99,99,99
LeBron James,Pre,2544,201718,1,8,13,17,65.4,128.9,3.8,3.8,6.7,6.7,116.0,93,92,99,100,74
LeBron James,Pre,2544,201819,4,18,30,40,66.7,133.0,9.9,2.5,23.1,5.8,121.9,35,91,89,79,82
LeBron James,Pre,2544,201920,4,20,41,43,52.4,102.3,1.0,0.2,9.9,2.5,101.2,70,51,53,60,49
LeBron James,Pre,2544,202122,3,23,48,49,51.0,99.6,-0.2,-0.1,6.1,2.0,105.9,98,49,48,70,61
LeBron James,Pre,2544,202223,4,21,43,47,54.7,107.2,3.1,0.8,11.5,2.9,103.4,73,65,66,71,55
Darko Milicic,Pre,2545,200506,6,15,35,30,42.9,91.3,-2.9,-0.5,3.3,0.5,90.5,24,30,34,29,31
Darko Milicic,Pre,2545,200607,5,15,38,30,39.5,82.1,-6.5,-1.3,-1.0,-0.2,87.5,52,17,16,16,26
Darko Milicic,Pre,2545,200708,7,18,46,36,39.1,82.6,-7.6,-1.1,3.3,0.5,83.5,32,16,22,16,18
Darko Milicic,Pre,2545,200809,6,17,38,34,44.7,93.3,-2.4,-0.4,3.1,0.5,86.2,27,33,34,31,21
Darko Milicic,Pre,2545,200910,5,5,16,10,31.3,64.3,-5.6,-1.1,-2.6,-0.5,60.5,0,2,16,5,2
Darko Milicic,Pre,2545,201011,7,22,46,44,47.8,99.4,-0.2,0.0,12.2,1.7,109.5,36,47,47,40,70
Darko Milicic,Pre,2545,201112,2,2,4,4,50.0,108.1,0.3,0.1,1.2,0.6,79.1,100,100,100,100,100
Darko Milicic,Pre,2545,201213,3,4,9,8,44.4,93.0,-0.6,-0.2,1.4,0.5,85.5,0,29,41,16,21
Carmelo Anthony,Pre,2546,200506,6,38,71,79,55.6,118.5,12.3,2.1,24.8,4.1,112.2,91,85,94,97,71
Carmelo Anthony,Pre,2546,200607,3,20,48,43,44.8,93.2,-3.2,-1.1,3.8,1.3,105.4,100,37,21,57,64
Carmelo Anthony,Pre,2546,200708,5,29,73,61,41.8,88.2,-8.1,-1.6,9.1,1.8,86.8,100,26,9,49,23
Carmelo Anthony,Pre,2546,200809,4,20,45,41,45.6,95.0,-2.2,-0.5,4.4,1.1,102.4,91,36,30,49,58
Carmelo Anthony,Pre,2546,200910,7,54,99,111,56.1,115.3,14.8,2.1,33.2,4.7,115.4,100,80,96,98,81
Carmelo Anthony,Pre,2546,201011,5,30,79,67,42.4,88.2,-9.0,-1.8,12.3,2.5,82.0,100,23,8,62,13
Carmelo Anthony,Pre,2546,201112,2,15,32,32,50.0,108.1,2.4,1.2,9.3,4.6,116.6,100,100,100,100,100
Carmelo Anthony,Pre,2546,201213,5,30,81,68,42.0,87.9,-9.4,-1.9,8.5,1.7,89.2,100,23,7,46,28
Carmelo Anthony,Pre,2546,201314,6,36,96,76,39.6,83.5,-15.0,-2.5,-3.9,-0.6,90.3,100,18,2,11,29
Carmelo Anthony,Pre,2546,201415,7,45,99,100,50.5,103.3,3.2,0.5,15.1,2.2,113.8,99,58,64,81,78
Carmelo Anthony,Pre,2546,201516,5,32,68,67,49.3,102.9,1.9,0.4,16.4,3.3,119.1,98,57,60,85,80
Carmelo Anthony,Pre,2546,201617,5,30,67,70,52.2,105.9,3.9,0.8,14.0,2.8,118.0,98,65,73,84,85
Carmelo Anthony,Pre,2546,201718,4,29,73,71,48.6,95.9,-3.1,-0.8,13.0,3.2,99.1,100,40,28,78,46
Carmelo Anthony,Pre,2546,201819,4,18,38,48,63.2,126.0,9.9,2.5,26.6,6.6,130.5,69,86,89,87,91
Carmelo Anthony,Pre,2546,202122,5,20,49,50,51.0,99.5,-0.2,0.0,6.2,1.2,102.4,59,48,49,52,54
Chris Bosh,Pre,2547,200506,5,17,48,34,35.4,75.4,-11.1,-2.2,-2.6,-0.5,78.5,75,10,5,8,13
Chris Bosh,Pre,2547,200607,3,16,29,34,58.6,121.9,6.1,2.0,10.3,3.4,122.5,72,90,93,92,89
Chris Bosh,Pre,2547,200708,3,16,31,32,51.6,109.0,2.6,0.9,10.0,3.3,112.1,82,66,73,81,74
Chris Bosh,Pre,2547,200809,7,36,71,73,51.4,107.2,4.9,0.7,15.2,2.2,116.4,82,67,70,76,83
Chris Bosh,Pre,2547,200910,6,29,56,60,53.6,110.2,5.6,0.9,16.0,2.7,113.0,72,71,75,81,76
Chris Bosh,Pre,2547,201011,7,46,93,92,49.5,102.8,2.5,0.4,27.6,3.9,113.6,96,57,63,89,78
Chris Bosh,Pre,2547,201112,2,6,19,12,31.6,68.3,-5.6,-2.8,-1.5,-0.7,83.4,100,100,100,100,100
Chris Bosh,Pre,2547,201213,8,43,78,88,56.4,118.1,13.5,1.7,30.7,3.8,122.0,75,82,88,91,87
Chris Bosh,Pre,2547,201314,7,42,73,88,60.3,127.2,18.8,2.7,27.3,3.9,126.6,84,93,97,97,90
Chris Bosh,Pre,2547,201415,7,46,93,97,52.2,106.6,6.0,0.9,17.3,2.5,111.6,98,64,73,85,74
Chris Bosh,Pre,2547,201516,7,32,75,70,46.7,97.5,-1.8,-0.3,14.2,2.0,103.5,89,42,39,57,55
Dwyane Wade,Pre,2548,200506,5,24,55,50,45.5,96.8,-1.7,-0.3,8.0,1.6,110.9,85,40,38,54,69
Dwyane Wade,Pre,2548,200607,4,26,54,56,51.9,107.8,4.1,1.0,11.9,3.0,111.5,98,70,78,88,75
Dwyane Wade,Pre,2548,200809,5,31,69,65,47.1,98.2,-1.2,-0.2,8.8,1.8,92.7,100,43,38,67,33
Dwyane Wade,Pre,2548,200910,5,33,78,67,43.0,88.4,-8.8,-1.8,5.7,1.1,85.2,100,21,7,39,18
Dwyane Wade,Pre,2548,201011,1,1,1,2,100.0,207.9,1.0,1.0,1.3,1.3,273.7,0,100,78,29,100
Dwyane Wade,Pre,2548,201112,2,11,20,22,55.0,118.9,3.5,1.7,7.8,3.9,126.2,100,100,100,100,100
Dwyane Wade,Pre,2548,201213,6,33,75,67,44.7,93.5,-4.7,-0.8,11.9,2.0,86.8,95,31,25,55,23
Dwyane Wade,Pre,2548,201314,5,31,59,63,53.4,112.7,7.1,1.4,13.9,2.8,110.3,93,74,85,89,71
Dwyane Wade,Pre,2548,201415,7,38,75,82,54.7,111.8,8.7,1.2,17.7,2.5,119.2,89,75,83,87,86
Dwyane Wade,Pre,2548,201516,7,24,67,50,37.3,77.9,-14.2,-2.0,0.2,0.0,82.9,79,11,6,11,18
Dwyane Wade,Pre,2548,201617,6,25,63,57,45.2,91.7,-5.1,-0.9,4.4,0.7,94.9,85,34,27,41,41
Dwyane Wade,Pre,2548,201718,4,19,36,40,55.6,109.5,3.5,0.9,11.4,2.8,112.6,58,65,66,70,70
Dwyane Wade,Pre,2548,201819,5,17,48,38,39.6,79.0,-10.1,-2.0,11.0,2.2,82.7,70,16,9,19,17
Chris Kaman,Pre,2549,200506,3,7,15,14,46.7,99.4,-0.1,0.0,2.6,0.9,120.3,6,45,47,34,88
Chris Kaman,Pre,2549,200708,5,22,46,44,47.8,101.0,0.4,0.1,11.3,2.3,97.4,68,53,54,61,43
Chris Kaman,Pre,2549,200809,6,17,49,34,34.7,72.3,-13.0,-2.2,-5.9,-1.0,71.5,61,7,5,5,6
Chris Kaman,Pre,2549,200910,7,36,67,72,53.7,110.5,6.9,1.0,19.3,2.8,122.5,74,72,76,83,89
Chris Kaman,Pre,2549,201011,7,47,84,94,56.0,116.3,13.2,1.9,35.8,5.1,132.3,92,80,92,97,98
Chris Kaman,Pre,2549,201112,1,5,10,10,50.0,108.1,0.7,0.7,2.9,2.9,129.1,100,100,100,100,100
Chris Kaman,Pre,2549,201213,4,22,37,44,59.5,124.4,8.6,2.2,16.8,4.2,146.9,71,90,95,95,99
Chris Kaman,Pre,2549,201314,5,24,47,48,51.1,107.8,3.5,0.7,8.9,1.8,113.6,74,61,67,72,75
Chris Kaman,Pre,2549,201415,7,31,51,62,60.8,124.3,12.1,1.7,18.3,2.6,131.7,45,92,90,87,97
Chris Kaman,Pre,2549,201516,2,4,15,8,26.7,55.7,-6.4,-3.2,-3.2,-1.6,63.7,51,2,1,1,5
Kirk Hinrich,Pre,2550,200506,6,21,43,48,55.8,118.8,7.6,1.3,15.2,2.5,119.1,43,86,82,78,86
Kirk Hinrich,Pre,2550,200607,7,31,59,69,58.5,121.6,12.3,1.8,20.9,3.0,133.1,61,88,89,88,97
Kirk Hinrich,Pre,2550,200708,7,23,55,57,51.8,109.4,4.9,0.7,17.9,2.6,108.9,52,67,69,68,66
Kirk Hinrich,Pre,2550,200809,8,28,64,65,50.8,105.9,3.6,0.5,12.9,1.6,113.8,57,64,64,62,78
Kirk Hinrich,Pre,2550,200910,6,25,52,60,57.7,118.7,9.4,1.6,19.1,3.2,129.4,65,86,89,89,93
Kirk Hinrich,Pre,2550,201011,7,24,52,60,57.7,119.9,10.0,1.4,24.0,3.4,117.7,50,86,85,81,85
Kirk Hinrich,Pre,2550,201213,5,15,36,36,50.0,104.6,1.6,0.3,9.5,1.9,105.3,41,57,60,53,57
Kirk Hinrich,Pre,2550,201314,5,14,31,33,53.2,112.3,3.6,0.7,7.2,1.4,115.9,27,73,67,61,79
Kirk Hinrich,Pre,2550,201415,8,24,59,55,46.6,95.3,-2.7,-0.3,4.4,0.6,100.9,47,42,41,43,52
Kirk Hinrich,Pre,2550,201516,6,11,27,27,50.0,104.4,1.1,0.2,6.9,1.2,105.9,4,57,56,37,60
T.J. Ford,Pre,2551,200506,6,31,67,64,47.8,101.7,1.1,0.2,12.9,2.1,105.4,87,51,55,70,59
T.J. Ford,Pre,2551,200607,3,7,27,16,29.6,61.6,-10.0,-3.3,-6.0,-2.0,63.8,65,2,2,1,4
T.J. Ford,Pre,2551,200708,6,18,44,41,46.6,98.4,-0.7,-0.1,9.7,1.6,101.9,43,48,48,43,52
T.J. Ford,Pre,2551,200809,8,41,94,89,47.3,98.7,-1.2,-0.1,12.5,1.6,97.6,95,45,42,61,45
T.J. Ford,Pre,2551,200910,5,17,37,36,48.7,100.1,0.0,0.0,6.9,1.4,104.4,48,47,47,50,58
T.J. Ford,Pre,2551,201011,1,1,2,2,50.0,104.0,0.1,0.1,0.6,0.6,80.7,0,57,52,12,10
T.J. Ford,Pre,2551,201112,2,4,8,8,50.0,108.1,0.6,0.3,2.3,1.2,126.0,100,100,100,100,100
Michael Sweetney,Pre,2552,200506,6,22,44,44,50.0,106.5,2.7,0.4,10.4,1.7,103.7,47,60,61,59,56
Michael Sweetney,Pre,2552,200607,2,4,5,8,80.0,166.4,3.2,1.6,3.9,2.0,130.9,0,100,88,73,95
Michael Sweetney,Pre,2552,200910,3,6,9,12,66.7,137.2,3.3,1.1,4.9,1.6,121.3,0,98,81,55,87
Michael Sweetney,Pre,2552,201112,1,1,1,2,100.0,216.1,1.1,1.1,1.3,1.3,158.2,100,100,100,100,100
Jarvis Hayes,Pre,2553,200506,1,2,5,5,50.0,106.5,0.3,0.3,1.2,1.2,94.6,6,60,59,44,37
Jarvis Hayes,Pre,2553,200607,7,27,62,63,50.8,105.7,3.4,0.5,12.4,1.8,112.3,64,65,67,69,76
Jarvis Hayes,Pre,2553,200708,8,42,94,96,51.1,107.8,7.0,0.9,29.2,3.6,106.9,92,63,72,85,62
Jarvis Hayes,Pre,2553,200809,1,3,6,8,66.7,139.0,2.2,2.2,3.1,3.1,136.8,21,99,96,92,97
Jarvis Hayes,Pre,2553,200910,4,12,20,26,65.0,133.7,6.6,1.6,10.3,2.6,136.2,11,96,90,80,96
Mickael Pietrus,Pre,2554,200506,4,8,21,20,47.6,101.4,0.3,0.1,4.0,1.0,87.1,10,51,49,38,27
Mickael Pietrus,Pre,2554,200607,4,12,24,27,56.3,117.0,3.9,1.0,7.4,1.9,98.1,25,85,78,70,49
Mickael Pietrus,Pre,2554,200708,4,14,28,34,60.7,128.2,7.5,1.9,14.1,3.5,123.5,35,92,88,83,89
Mickael Pietrus,Pre,2554,200809,7,20,55,44,40.0,83.4,-8.8,-1.3,-0.8,-0.1,76.9,54,18,14,18,11
Mickael Pietrus,Pre,2554,200910,7,30,65,77,59.2,121.8,13.8,2.0,25.9,3.7,113.2,70,90,94,94,77
Mickael Pietrus,Pre,2554,201011,4,10,35,26,37.1,77.2,-7.7,-1.9,1.8,0.4,75.1,67,9,6,10,7
Nick Collison,Pre,2555,200506,6,19,36,38,52.8,112.4,4.2,0.7,10.5,1.8,99.5,25,76,70,60,46
Nick Collison,Pre,2555,200607,6,30,58,60,51.7,107.6,4.2,0.7,12.7,2.1,100.3,72,69,72,76,54
Nick Collison,Pre,2555,200708,5,22,48,44,45.8,96.8,-1.5,-0.3,9.9,2.0,95.6,74,44,42,53,39
Nick Collison,Pre,2555,200809,4,9,22,18,40.9,85.3,-3.1,-0.8,0.1,0.0,94.9,14,21,27,21,39
Nick Collison,Pre,2555,200910,2,3,7,6,42.9,88.2,-0.8,-0.4,0.5,0.2,96.0,0,20,34,14,38
Nick Collison,Pre,2555,201112,2,3,6,6,50.0,108.1,0.4,0.2,1.7,0.9,120.9,100,100,100,100,100
Nick Collison,Pre,2555,201213,6,12,27,25,46.3,96.9,-0.8,-0.1,5.2,0.9,84.4,7,39,43,26,18
Nick Collison,Pre,2555,201314,5,11,23,22,47.8,100.9,0.2,0.0,2.9,0.6,95.4,6,50,49,41,39
Nick Collison,Pre,2555,201415,1,3,3,8,133.3,272.7,5.1,5.1,5.4,5.4,242.5,0,100,100,100,100
Nick Collison,Pre,2555,201516,4,6,16,12,37.5,78.3,-3.3,-0.8,0.1,0.0,63.0,1,11,23,11,5
Nick Collison,Pre,2555,201617,1,0,1,0,0.0,0.0,-1.0,-1.0,-0.8,-0.8,0.0,0,0,24,7,0
Marcus Banks,Pre,2556,200506,1,3,4,6,75.0,159.7,2.2,2.2,2.9,2.9,126.6,2,100,96,84,93
Marcus Banks,Pre,2556,200607,4,8,29,19,32.8,68.1,-8.9,-2.2,-4.7,-1.2,69.9,44,5,4,4,6
Marcus Banks,Pre,2556,200708,7,26,59,62,52.5,111.0,6.1,0.9,20.1,2.9,112.5,62,69,73,72,75
Marcus Banks,Pre,2556,200809,6,19,38,46,60.5,126.2,9.6,1.6,15.1,2.5,115.5,27,94,88,82,81
Marcus Banks,Pre,2556,200910,4,7,15,16,53.3,109.7,1.4,0.4,4.2,1.1,108.6,1,69,57,38,67
Marcus Banks,Pre,2556,201011,4,3,12,7,29.2,60.6,-4.5,-1.1,-1.3,-0.3,61.2,0,2,16,4,2
Luke Ridnour,Pre,2557,200506,6,22,50,48,48.0,102.2,1.0,0.2,9.8,1.6,109.1,61,53,55,57,65
Luke Ridnour,Pre,2557,200607,6,22,40,46,57.5,119.6,7.5,1.3,13.4,2.2,123.6,37,87,84,79,90
Luke Ridnour,Pre,2557,200708,5,15,31,30,48.4,102.2,0.6,0.1,8.0,1.6,117.8,26,56,55,42,84
Luke Ridnour,Pre,2557,200809,6,21,54,51,47.2,98.5,-0.8,-0.1,7.1,1.2,96.3,71,44,42,51,42
Luke Ridnour,Pre,2557,200910,8,23,43,52,60.5,124.4,10.2,1.3,18.2,2.3,142.8,18,91,83,73,98
Luke Ridnour,Pre,2557,201011,8,23,60,49,40.8,84.9,-8.7,-1.1,7.5,0.9,95.9,50,17,18,19,38
Luke Ridnour,Pre,2557,201112,2,8,17,18,52.9,114.4,2.3,1.1,5.9,3.0,128.2,100,100,100,100,100
Luke Ridnour,Pre,2557,201213,3,5,18,12,33.3,69.8,-5.2,-1.7,-1.2,-0.4,76.0,24,7,11,7,10
Luke Ridnour,Pre,2557,201314,6,16,38,41,54.0,113.9,5.0,0.8,9.4,1.6,116.2,31,78,71,65,80
