Name,Season Type,NBA ID,Year(s),Games,FG,FGA,FG Points,EFG%,EFG+,PAA,PAA/Game,PAR,PAR/Game,ShotSkill+,Volume Percentile,EFG Percentile,PAA/Game Percentile,PAR/Game Percentile,ShotSkill Percentile
Monty Williams,Post,42,200203,7,8,23,16,34.8,73.4,-5.8,-0.8,-3.1,-0.4,63.7,4,7,24,14,2
Chris Whitney,Post,43,199697,2,2,5,6,60.0,123.8,1.2,0.6,1.5,0.8,128.5,1,93,70,58,96
Chris Whitney,Post,43,200203,7,8,21,20,47.6,100.5,0.1,0.0,2.6,0.4,96.1,3,54,54,33,46
George McCloud,Post,45,199798,4,21,41,54,65.9,136.8,14.5,3.6,19.9,5.0,130.6,59,100,99,99,98
George McCloud,Post,45,199899,3,13,30,35,58.3,128.3,7.7,2.6,10.3,3.4,113.3,60,95,98,97,89
Wayman Tisdale,Post,47,199697,4,6,15,12,40.0,82.5,-2.5,-0.6,-1.4,-0.4,85.1,12,8,33,20,17
Gheorghe Muresan,Post,49,199697,3,4,9,8,44.4,91.7,-0.7,-0.2,-0.1,0.0,99.7,3,27,41,28,52
Micheal Williams,Post,52,199798,4,6,15,13,43.3,90.0,-1.4,-0.4,0.5,0.1,102.3,5,27,41,22,65
Mario Elie,Post,53,199697,16,54,116,132,56.9,117.4,19.6,1.2,28.1,1.8,118.4,30,89,84,80,91
Mario Elie,Post,53,199798,5,12,27,27,50.0,103.9,1.0,0.2,4.5,0.9,96.1,20,60,58,50,44
Mario Elie,Post,53,199899,16,43,112,94,42.0,92.3,-7.9,-0.5,1.7,0.1,86.8,33,37,38,35,25
Mario Elie,Post,53,199900,4,6,22,13,29.6,63.0,-7.6,-1.9,-4.2,-1.1,60.8,21,1,10,3,2
Mario Elie,Post,53,200001,4,14,31,30,48.4,104.9,1.4,0.3,5.0,1.2,88.5,39,62,60,52,27
Dickey Simpkins,Post,54,199798,6,6,16,12,37.5,77.9,-3.4,-0.6,-1.3,-0.2,79.7,1,10,33,17,11
Marty Conlon,Post,55,199798,3,3,7,6,42.9,89.0,-0.7,-0.2,0.2,0.1,95.2,0,25,43,22,40
Gary Payton,Post,56,199697,12,105,255,235,46.1,95.1,-12.1,-1.0,6.6,0.5,93.8,97,37,18,50,36
Gary Payton,Post,56,199798,10,87,183,193,52.7,109.5,16.8,1.7,40.6,4.1,101.3,95,77,91,96,58
Gary Payton,Post,56,199900,5,50,113,109,48.2,102.8,3.0,0.6,20.5,4.1,97.7,100,70,79,97,51
Gary Payton,Post,56,200102,5,45,106,94,44.3,95.2,-4.7,-0.9,4.4,0.9,102.6,97,33,18,52,62
Gary Payton,Post,56,200203,6,48,112,97,43.3,91.4,-9.2,-1.5,4.2,0.7,92.9,93,31,9,41,38
Gary Payton,Post,56,200304,22,68,186,150,40.3,88.9,-18.8,-0.9,-2.9,-0.1,83.8,45,22,22,22,17
Gary Payton,Post,56,200405,7,33,74,67,45.3,92.9,-5.1,-0.7,3.2,0.5,88.7,57,34,28,33,25
Gary Payton,Post,56,200506,23,49,116,115,49.6,99.5,-0.5,0.0,22.8,1.0,97.2,21,55,55,31,51
Gary Payton,Post,56,200607,1,0,3,0,0.0,0.0,-2.9,-2.9,-2.7,-2.7,0.0,6,0,2,1,0
Doug Christie,Post,57,199900,3,3,13,9,34.6,73.8,-3.2,-1.1,-1.2,-0.4,66.4,14,8,23,13,4
Doug Christie,Post,57,200001,8,25,68,55,40.4,87.6,-7.8,-1.0,0.1,0.0,76.0,43,19,24,19,9
Doug Christie,Post,57,200102,16,54,132,125,47.4,101.7,2.1,0.1,13.4,0.8,89.4,38,54,56,50,21
Doug Christie,Post,57,200203,12,37,99,80,40.4,85.2,-13.9,-1.2,-2.0,-0.2,82.5,52,19,18,18,16
Doug Christie,Post,57,200304,12,56,141,125,44.3,97.7,-2.9,-0.2,9.1,0.8,94.6,63,46,43,50,37
Carl Herrera,Post,61,199798,3,1,3,2,33.3,69.2,-0.9,-0.3,-0.5,-0.2,88.5,0,2,42,18,20
Sam Perkins,Post,64,199697,12,31,92,76,41.3,85.2,-13.2,-1.1,-6.4,-0.5,85.2,33,16,16,14,17
Sam Perkins,Post,64,199798,10,16,42,42,50.0,103.9,1.6,0.2,7.0,0.7,99.3,10,60,56,45,52
Sam Perkins,Post,64,199899,11,18,35,47,67.1,147.6,15.2,1.4,18.2,1.7,139.4,6,100,88,79,99
Sam Perkins,Post,64,199900,22,34,105,91,43.3,92.3,-7.5,-0.3,8.8,0.4,85.3,17,34,41,23,18
Sam Perkins,Post,64,200001,2,2,8,5,31.3,67.7,-2.4,-1.2,-1.5,-0.7,69.2,9,3,20,10,4
Tom Hammonds,Post,67,199798,5,12,28,24,42.9,89.0,-3.0,-0.6,0.7,0.1,91.3,24,25,32,22,28
Steve Kerr,Post,70,199697,18,33,77,82,53.3,109.9,7.4,0.4,13.0,0.7,117.3,18,79,66,56,90
