Name,Season Type,NBA ID,Year(s),Games,FG,FGA,FG Points,EFG%,EFG+,PAA,PAA/Game,PAR,PAR/Game,ShotSkill+,Volume Percentile,EFG Percentile,PAA/Game Percentile,PAR/Game Percentile,ShotSkill Percentile
Luke Kornet,Post,1628436,20172022,3,3,4,6,75.0,141.2,1.8,0.6,2.3,0.8,132.6,0,96,65,65,96
Chris Boucher,Post,1628449,20172022,13,31,58,71,61.2,115.8,9.7,0.7,18.1,1.4,103.5,15,74,80,80,62
Mike James,Post,1628455,20172021,7,14,43,33,38.4,71.8,-12.9,-1.8,-6.4,-0.9,79.5,25,6,12,12,15
Daniel Theis,Post,1628464,20172022,36,96,182,199,54.7,102.9,5.8,0.2,35.7,1.0,94.7,19,57,55,55,42
Maxi Kleber,Post,1628467,20172022,31,79,175,205,58.6,110.3,19.0,0.6,45.1,1.5,106.9,23,67,66,66,66
Torrey Craig,Post,1628470,20172022,58,106,244,258,52.9,100.7,1.2,0.0,38.4,0.7,93.7,9,51,56,56,39
Antonius Cleveland,Post,1628499,20172020,1,2,5,4,40.0,74.9,-1.3,-1.3,-0.4,-0.4,62.7,19,4,19,19,1
Paul Watson,Post,1628778,20192022,2,1,2,2,50.0,93.7,-0.1,-0.1,0.2,0.1,78.3,0,34,47,47,7
Aaron Jackson,Post,1628935,20172018,2,2,4,4,50.0,96.6,-0.1,-0.1,0.3,0.1,78.3,0,40,49,49,6
Grayson Allen,Post,1628960,20182022,19,51,122,129,52.9,99.7,-0.2,0.0,16.9,0.9,95.4,28,51,53,53,44
Keita Bates-Diop,Post,1628966,20182022,2,1,5,2,20.0,37.5,-3.3,-1.7,-2.4,-1.2,31.3,2,0,16,16,0
Mikal Bridges,Post,1628969,20182022,35,158,328,364,55.5,104.2,14.8,0.4,62.6,1.8,100.5,54,63,63,63,61
Bruce Brown,Post,1628971,20182022,20,66,130,141,54.2,102.2,3.2,0.2,22.0,1.1,99.6,29,53,59,59,53
Troy Brown Jr.,Post,1628972,20182022,3,5,17,12,35.3,66.6,-6.0,-2.0,-3.7,-1.2,63.7,22,1,9,9,1
Jalen Brunson,Post,1628973,20182022,25,165,355,362,51.0,96.1,-14.5,-0.6,34.8,1.4,103.1,70,41,34,34,61
Jevon Carter,Post,1628975,20182022,12,12,27,27,50.0,94.2,-1.7,-0.1,2.1,0.2,106.1,1,44,47,47,64
Hamidou Diallo,Post,1628977,20182022,3,4,11,9,40.9,76.6,-2.7,-0.9,-0.8,-0.3,64.8,6,6,30,30,1
Donte DiVincenzo,Post,1628978,20182022,13,26,67,61,45.5,85.3,-10.5,-0.8,1.1,0.1,77.2,19,34,36,36,17
Jacob Evans,Post,1628980,20182020,2,2,5,5,50.0,98.4,-0.1,0.0,0.6,0.3,99.4,0,46,52,52,56
Bruno Fernando,Post,1628981,20192022,3,2,3,4,66.7,124.8,0.8,0.3,1.3,0.4,102.6,0,97,62,62,69
Melvin Frazier Jr.,Post,1628982,20182022,2,2,5,4,40.0,78.8,-1.1,-0.5,-0.4,-0.2,81.6,0,10,38,38,18
Shai Gilgeous-Alexander,Post,1628983,20182022,13,67,150,157,52.3,100.1,0.0,0.0,23.8,1.8,103.7,65,52,51,51,64
Devonte' Graham,Post,1628984,20182022,6,6,18,17,47.2,89.1,-2.1,-0.3,0.4,0.1,91.3,3,23,41,41,31
Aaron Holiday,Post,1628988,20182022,13,22,40,54,67.5,127.4,11.7,0.9,18.0,1.4,122.4,7,91,80,80,86
Kevin Huerter,Post,1628989,20182022,23,94,227,230,50.7,95.0,-12.1,-0.5,21.6,0.9,100.1,57,37,38,38,59
Chandler Hutchison,Post,1628990,20182022,2,2,5,4,40.0,74.9,-1.3,-0.7,-0.6,-0.3,76.9,2,8,33,33,9
Jaren Jackson Jr.,Post,1628991,20182022,17,82,210,199,47.4,89.2,-24.0,-1.4,5.6,0.3,88.1,68,24,19,19,21
Alize Johnson,Post,1628993,20182022,3,4,7,8,57.1,107.0,0.5,0.2,1.6,0.5,98.9,1,74,60,60,51
Kevin Knox II,Post,1628995,20182022,2,7,11,20,90.9,171.6,8.3,4.2,9.9,4.9,174.3,21,100,100,100,100
Caleb Martin,Post,1628997,20192022,14,32,80,74,46.3,87.3,-10.8,-0.8,0.2,0.0,81.4,24,21,30,30,10
De'Anthony Melton,Post,1629001,20182022,15,32,96,81,42.2,79.4,-21.0,-1.4,-7.4,-0.5,76.5,28,9,19,19,8
Shake Milton,Post,1629003,20182022,26,54,129,134,51.9,97.5,-3.4,-0.1,16.8,0.6,100.4,16,51,55,55,57
Svi Mykhailiuk,Post,1629004,20182022,2,0,2,0,0.0,0.0,-2.1,-1.1,-1.8,-0.9,0.0,0,0,22,22,0
Michael Porter Jr.,Post,1629008,20192022,29,142,299,347,58.0,108.7,27.7,1.0,77.8,2.7,105.9,55,74,78,78,72
Jerome Robinson,Post,1629010,20182021,4,5,14,13,46.4,91.4,-1.2,-0.3,0.6,0.1,84.9,7,31,43,43,21
Landry Shamet,Post,1629013,20182022,42,74,186,192,51.6,97.8,-4.2,-0.1,24.0,0.6,96.2,12,46,48,48,45
Anfernee Simons,Post,1629014,20182022,14,22,58,61,52.6,98.5,-0.6,0.0,8.8,0.6,98.5,12,46,50,50,49
Khyri Thomas,Post,1629017,20182021,3,6,12,13,54.2,106.7,0.8,0.3,2.3,0.8,113.6,9,69,63,63,87
Gary Trent Jr.,Post,1629018,20182022,11,47,127,117,46.1,86.7,-17.9,-1.6,1.4,0.1,89.7,64,19,14,14,27
Jarred Vanderbilt,Post,1629020,20182022,5,13,27,26,48.2,90.9,-2.6,-0.5,1.1,0.2,71.8,19,26,38,38,4
Lonnie Walker IV,Post,1629022,20182022,4,3,8,6,37.5,73.8,-2.1,-0.5,-1.1,-0.3,98.2,0,8,38,38,52
Trae Young,Post,1629027,20182022,21,172,428,396,46.3,86.7,-60.6,-2.9,3.3,0.2,93.3,92,20,6,6,39
Deandre Ayton,Post,1629028,20182022,35,259,398,520,65.3,122.7,96.3,2.8,154.2,4.4,119.3,65,95,97,97,93
Luka Doncic,Post,1629029,20182022,28,320,676,738,54.6,102.6,19.1,0.7,120.1,4.3,106.7,100,58,67,67,71
Theo Pinson,Post,1629033,20182022,3,3,8,9,56.3,110.8,0.9,0.3,1.9,0.6,108.4,2,77,63,63,76
Carsen Edwards,Post,1629035,20192022,1,2,3,5,83.3,156.0,1.8,1.8,2.3,2.3,147.5,3,100,92,92,100
Terence Davis,Post,1629056,20192022,6,14,29,36,62.1,116.3,5.0,0.8,10.3,1.7,112.2,17,88,76,76,83
Robert Williams III,Post,1629057,20182022,28,75,109,150,68.8,129.5,34.2,1.2,50.7,1.8,111.0,11,96,84,84,80
Dzanan Musa,Post,1629058,20182020,4,4,14,8,28.6,54.9,-6.8,-1.7,-4.4,-1.1,45.5,11,21,16,16,16
Rui Hachimura,Post,1629060,20192022,5,29,47,67,71.3,133.5,16.8,3.4,23.9,4.8,138.0,53,98,99,99,100
Rodions Kurucs,Post,1629066,20182021,7,19,40,40,50.0,95.8,-1.7,-0.2,4.5,0.6,87.9,24,42,44,44,28
Isaac Bonga,Post,1629067,20182022,3,0,5,0,0.0,0.0,-5.3,-1.8,-4.6,-1.5,0.0,0,0,13,13,0
Elijah Bryant,Post,1629091,20202021,6,7,20,14,35.0,65.5,-7.4,-1.2,-4.3,-0.7,63.8,3,2,19,19,2
Gary Clark,Post,1629109,20182022,5,11,33,33,50.0,93.7,-2.2,-0.4,3.7,0.7,92.1,32,34,41,41,31
Wenyen Gabriel,Post,1629117,20192022,3,9,15,20,66.7,124.9,4.0,1.3,6.7,2.2,122.3,19,96,88,88,97
Jaylen Adams,Post,1629121,20182021,3,3,9,6,33.3,62.4,-3.6,-1.2,-2.0,-0.7,52.2,4,0,23,23,0
Deonte Burton,Post,1629126,20182020,2,1,5,2,20.0,39.4,-3.1,-1.5,-2.4,-1.2,32.3,0,0,14,14,0
Duncan Robinson,Post,1629130,20182022,36,111,262,312,59.5,111.7,32.7,0.9,76.7,2.1,109.0,33,79,78,78,77
Kendrick Nunn,Post,1629134,20192021,19,53,135,123,45.6,85.3,-21.2,-1.1,2.0,0.1,87.1,34,16,24,24,20
Yuta Watanabe,Post,1629139,20182022,4,2,6,4,33.3,62.9,-2.4,-0.6,-1.5,-0.4,49.7,0,1,37,37,0
Jordan McLaughlin,Post,1629162,20192022,5,12,17,28,82.4,155.5,10.0,2.0,12.3,2.5,159.3,5,100,93,93,100
BJ Johnson,Post,1629168,20182022,1,1,2,3,75.0,140.5,0.9,0.9,1.2,1.2,148.1,0,100,76,76,100
Chris Chiozza,Post,1629185,20182022,7,10,31,26,41.9,78.5,-7.1,-1.0,-1.7,-0.2,80.3,14,8,25,25,11
Gabe Vincent,Post,1629216,20192022,20,52,134,130,48.5,91.5,-12.0,-0.6,6.4,0.3,93.5,31,26,31,31,34
Juan Toscano-Anderson,Post,1629308,20192022,5,4,10,10,50.0,94.4,-0.6,-0.1,0.8,0.2,94.9,0,34,47,47,41
Haywood Highsmith,Post,1629312,20182022,6,3,7,9,64.3,121.4,1.6,0.3,2.5,0.4,119.6,0,91,57,57,88
Chris Clemons,Post,1629598,20192020,1,2,5,6,60.0,112.4,0.7,0.7,1.6,1.6,115.7,19,82,72,72,89
Amir Coffey,Post,1629599,20192022,5,3,7,7,50.0,93.6,-0.5,-0.1,0.7,0.1,94.8,0,57,53,53,57
Mamadi Diakite,Post,1629603,20202022,5,2,10,5,25.0,46.8,-5.7,-1.1,-4.2,-0.8,42.6,0,0,21,21,0
CJ Elleby,Post,1629604,20202022,1,0,1,0,0.0,0.0,-1.1,-1.1,-0.9,-0.9,0.0,0,0,22,22,0
Tacko Fall,Post,1629605,20192022,1,1,1,2,100.0,187.3,0.9,0.9,1.1,1.1,198.6,0,100,77,77,100
Terance Mann,Post,1629611,20192022,18,56,109,128,58.7,109.9,11.6,0.6,28.2,1.6,100.7,26,80,74,74,61
Reggie Perry,Post,1629617,20202022,4,7,13,16,61.5,115.2,2.1,0.5,4.1,1.0,108.2,3,88,68,68,82
Max Strus,Post,1629622,20192022,19,68,183,183,50.0,94.4,-10.9,-0.6,14.2,0.7,90.4,56,37,38,38,30
Bol Bol,Post,1629626,20192022,4,5,10,12,60.0,112.4,1.3,0.3,3.1,0.8,121.4,3,86,69,69,90
RJ Barrett,Post,1629628,20192022,5,26,67,60,44.8,83.8,-11.6,-2.3,-1.4,-0.3,78.3,73,14,9,9,13
Cam Reddish,Post,1629629,20192022,4,19,36,47,65.3,122.2,8.5,2.1,14.0,3.5,124.1,50,95,95,95,98
Ja Morant,Post,1629630,20192022,14,136,297,299,50.3,94.7,-16.6,-1.2,25.7,1.8,103.6,96,37,27,27,65
De'Andre Hunter,Post,1629631,20192022,10,57,115,132,57.4,108.1,9.8,1.0,26.2,2.6,115.7,65,63,68,68,77
Coby White,Post,1629632,20192022,5,15,45,38,42.2,79.7,-9.7,-1.9,-3.5,-0.7,79.3,50,9,10,10,8
Jarrett Culver,Post,1629633,20192022,3,3,10,6,30.0,56.6,-4.6,-1.5,-3.2,-1.1,60.4,5,0,18,18,0
Brandon Clarke,Post,1629634,20192022,13,57,93,114,61.3,115.7,15.5,1.2,28.2,2.2,106.2,35,82,83,83,73
Jaxson Hayes,Post,1629637,20192022,6,14,25,28,56.0,105.7,1.5,0.3,4.9,0.8,86.6,11,63,57,57,18
Nickeil Alexander-Walker,Post,1629638,20192022,1,2,2,4,100.0,188.8,1.9,1.9,2.2,2.2,227.5,0,100,92,92,100
Tyler Herro,Post,1629639,20192022,40,206,496,482,48.6,91.3,-46.1,-1.2,34.5,0.9,95.6,67,31,28,28,46
Romeo Langford,Post,1629641,20192022,8,17,42,41,48.8,91.4,-3.9,-0.5,2.8,0.3,84.5,24,26,36,36,19
Nassir Little,Post,1629642,20192022,2,1,4,3,37.5,70.2,-1.3,-0.6,-0.7,-0.3,69.7,0,5,33,33,3
KZ Okpala,Post,1629644,20192022,1,0,1,0,0.0,0.0,-1.1,-1.1,-0.9,-0.9,0.0,0,0,22,22,0
Charles Bassey,Post,1629646,20212022,2,1,2,2,50.0,94.4,-0.1,-0.1,0.2,0.1,74.6,0,34,48,48,4
Darius Bazley,Post,1629647,20192022,7,13,31,37,59.7,111.8,3.9,0.6,9.5,1.4,110.9,13,80,70,70,80
Nic Claxton,Post,1629651,20192022,12,33,53,66,62.3,117.1,9.6,0.8,17.3,1.4,99.9,12,58,66,66,50
Luguentz Dort,Post,1629652,20192022,6,27,76,67,44.1,82.6,-14.2,-2.4,-0.4,-0.1,78.5,67,11,7,7,7
Daniel Gafford,Post,1629655,20192022,5,22,26,44,84.6,158.4,16.2,3.2,20.2,4.0,133.1,15,100,98,98,99
Jaylen Hoard,Post,1629658,20192022,3,7,12,14,58.3,109.3,1.2,0.4,3.4,1.1,96.5,8,75,66,66,45
Talen Horton-Tucker,Post,1629659,20192022,6,17,36,37,51.4,96.2,-1.4,-0.2,4.4,0.7,97.1,23,40,46,46,42
Cameron Johnson,Post,1629661,20192022,34,101,209,257,61.5,115.5,34.6,1.0,64.9,1.9,110.6,25,81,77,77,79
Jaylen Nowell,Post,1629669,20192022,1,3,10,6,30.0,56.6,-4.6,-4.6,-3.2,-3.2,52.6,58,0,0,0,0
Jordan Nwora,Post,1629670,20202022,8,6,27,14,25.9,48.7,-14.8,-1.8,-10.8,-1.4,46.1,4,0,12,12,0
Miye Oni,Post,1629671,20192022,6,3,11,7,31.8,59.6,-4.7,-0.8,-2.9,-0.5,53.7,1,41,42,42,28
Eric Paschall,Post,1629672,20192022,3,3,6,7,58.3,110.1,0.6,0.2,1.5,0.5,95.0,0,72,56,56,42
Jordan Poole,Post,1629673,20192022,19,114,221,270,61.1,115.3,35.9,1.9,66.2,3.5,116.7,64,82,92,92,86
Naz Reid,Post,1629675,20192022,4,7,17,17,50.0,94.4,-1.0,-0.3,1.3,0.3,84.3,11,34,43,43,15
Matisse Thybulle,Post,1629680,20192022,24,39,83,94,56.6,106.3,5.6,0.2,18.0,0.7,97.4,8,69,61,61,48
Tremont Waters,Post,1629682,20192022,3,1,5,2,20.0,37.4,-3.3,-1.1,-2.6,-0.9,30.8,0,0,22,22,0
Grant Williams,Post,1629684,20192022,36,83,183,212,57.9,109.1,17.8,0.5,44.2,1.2,102.9,19,64,61,61,54
Jarrell Brantley,Post,1629714,20192021,3,0,6,0,0.0,0.0,-6.4,-2.1,-5.4,-1.8,0.0,1,0,8,8,0
Armoni Brooks,Post,1629717,20202022,2,0,4,0,0.0,0.0,-4.2,-2.1,-3.7,-1.8,0.0,0,0,9,9,0
John Konchar,Post,1629723,20192022,5,3,12,7,29.2,55.1,-5.7,-1.1,-4.1,-0.8,48.1,2,0,20,20,0
Vic Law,Post,1629724,20192020,1,1,1,3,150.0,281.0,1.9,1.9,2.1,2.1,266.7,0,100,90,90,100
Jeremiah Martin,Post,1629725,20192021,3,4,14,11,39.3,73.6,-3.9,-1.3,-1.4,-0.5,72.6,15,3,20,20,4
Garrison Mathews,Post,1629726,20192022,2,0,4,0,0.0,0.0,-4.3,-2.1,-3.7,-1.8,0.0,0,0,11,11,0
Josh Reaves,Post,1629729,20192020,1,1,3,2,33.3,62.4,-1.2,-1.2,-0.7,-0.7,52.2,4,0,23,23,0
Rayjon Tucker,Post,1629730,20192022,3,3,8,7,43.8,82.1,-1.5,-0.5,-0.2,-0.1,85.5,6,22,41,41,45
Nicolo Melli,Post,1629740,20192021,3,0,4,0,0.0,0.0,-4.3,-1.4,-3.7,-1.2,0.0,0,0,16,16,0
Donta Hall,Post,1629743,20192021,3,3,5,6,60.0,112.4,0.7,0.2,1.6,0.5,126.8,0,82,57,57,99
Matt Thomas,Post,1629744,20192022,10,13,23,31,67.4,126.2,6.4,0.6,10.5,1.1,138.1,1,91,72,72,91
Javonte Green,Post,1629750,20192022,6,4,19,9,23.7,44.6,-11.1,-1.9,-8.5,-1.4,39.1,4,11,15,15,11
Juwan Morgan,Post,1629752,20192022,5,3,13,8,30.8,57.6,-5.9,-1.2,-3.6,-0.7,49.5,3,0,23,23,0
Keljin Blevins,Post,1629833,20202022,2,1,2,2,50.0,93.6,-0.1,-0.1,0.2,0.1,123.7,0,30,52,52,98
Anthony Edwards,Post,1630162,20202022,6,50,110,123,55.9,105.6,6.5,1.1,21.5,3.6,105.0,90,63,80,80,66
Obi Toppin,Post,1630167,20202022,5,12,23,27,58.7,109.9,2.4,0.5,5.9,1.2,98.6,14,80,67,67,50
Onyeka Okongwu,Post,1630168,20202022,19,26,47,52,55.3,103.9,1.9,0.1,8.8,0.5,94.4,2,61,58,58,41
Patrick Williams,Post,1630172,20202022,5,22,47,51,54.3,102.4,1.2,0.2,7.7,1.5,103.5,54,55,56,56,62
Precious Achiuwa,Post,1630173,20202022,9,28,56,61,54.5,102.7,1.6,0.2,9.4,1.0,86.2,31,53,50,50,19
Aaron Nesmith,Post,1630174,20202022,12,9,34,23,33.8,63.5,-13.2,-1.1,-8.3,-0.7,65.9,5,3,19,19,4
Tyrese Maxey,Post,1630178,20202022,23,117,248,264,53.2,100.3,0.7,0.0,35.6,1.5,98.7,53,50,61,61,50
Josh Green,Post,1630182,20202022,9,8,28,21,37.5,70.8,-8.7,-1.0,-4.8,-0.5,71.5,4,4,24,24,3
Jaden McDaniels,Post,1630183,20202022,6,18,34,46,67.7,127.7,10.0,1.7,14.6,2.4,121.3,22,96,90,90,90
Daniel Oturu,Post,1630187,20202022,5,2,5,4,40.0,74.9,-1.3,-0.3,-0.6,-0.1,76.9,0,8,44,44,9
Jalen Smith,Post,1630188,20202022,3,2,4,5,62.5,117.0,0.7,0.2,1.3,0.4,102.8,0,91,61,61,70
Zeke Nnaji,Post,1630192,20202022,6,5,9,14,77.8,145.9,4.4,0.7,5.7,1.0,138.2,0,98,70,70,98
Immanuel Quickley,Post,1630193,20202022,5,10,33,24,36.4,68.1,-11.3,-2.3,-6.3,-1.3,73.8,30,4,10,10,7
Paul Reed,Post,1630194,20202022,14,21,40,44,55.0,103.8,1.6,0.1,7.1,0.5,87.2,3,59,55,55,22
Isaiah Joe,Post,1630198,20202022,6,3,8,7,43.8,82.4,-1.5,-0.3,-0.4,-0.1,81.5,0,22,43,43,13
Malachi Flynn,Post,1630201,20202022,4,0,7,0,0.0,0.0,-7.4,-1.9,-6.5,-1.6,0.0,0,0,11,11,0
Payton Pritchard,Post,1630202,20202022,24,49,112,125,55.8,105.2,6.2,0.3,21.8,0.9,108.8,14,62,57,57,72
Omer Yurtseven,Post,1630209,20212022,8,12,18,24,66.7,125.9,4.9,0.6,7.4,0.9,121.9,0,94,67,67,91
Markus Howard,Post,1630210,20202022,7,15,37,41,55.4,103.7,1.5,0.2,7.1,1.0,102.5,17,65,61,61,68
Xavier Tillman,Post,1630214,20202022,12,19,30,39,65.0,122.7,7.2,0.6,11.4,0.9,113.5,2,83,70,70,79
Jared Butler,Post,1630215,20212022,1,0,2,0,0.0,0.0,-2.1,-2.1,-1.8,-1.8,0.0,0,0,9,9,0
Cassius Winston,Post,1630216,20202022,1,1,3,2,33.3,62.4,-1.2,-1.2,-0.8,-0.8,51.3,3,1,19,19,0
Desmond Bane,Post,1630217,20202022,17,87,179,223,62.3,117.5,33.2,2.0,58.0,3.4,119.5,54,82,94,94,88
Skylar Mays,Post,1630219,20202022,5,5,6,10,83.3,156.3,3.6,0.7,4.5,0.9,127.4,0,100,71,71,98
Jonathan Kuminga,Post,1630228,20212022,8,30,59,63,53.4,100.8,0.5,0.1,8.6,1.1,96.2,37,52,51,51,46
Naji Marshall,Post,1630230,20202022,4,7,10,14,70.0,132.2,3.4,0.9,4.8,1.2,120.1,1,98,75,75,89
Nathan Knight,Post,1630233,20202022,5,2,7,4,28.6,53.5,-3.5,-0.7,-2.4,-0.5,54.9,0,0,32,32,0
Ty-Shon Alexander,Post,1630234,20202021,1,1,1,2,100.0,187.2,0.9,0.9,1.1,1.1,227.7,0,100,81,81,100
Trent Forrest,Post,1630235,20202022,3,2,4,4,50.0,93.6,-0.3,-0.1,0.3,0.1,76.9,0,30,52,52,9
Malik Fitts,Post,1630238,20202022,4,3,4,8,100.0,188.8,3.8,0.9,4.3,1.1,178.6,0,100,78,78,100
Sam Merrill,Post,1630241,20202022,4,2,7,5,35.7,66.9,-2.5,-0.6,-1.4,-0.4,58.3,0,3,34,34,0
Ayo Dosunmu,Post,1630245,20212022,5,8,26,19,36.5,69.0,-8.5,-1.7,-5.0,-1.0,68.5,16,1,14,14,1
Anthony Gill,Post,1630264,20202022,2,0,3,0,0.0,0.0,-3.2,-1.6,-2.7,-1.4,0.0,0,0,15,15,0
Facundo Campazzo,Post,1630267,20202022,11,29,76,77,50.7,94.9,-4.2,-0.4,7.3,0.7,91.3,36,43,45,45,31
Herbert Jones,Post,1630529,20212022,6,21,44,47,53.4,100.8,0.4,0.1,6.4,1.1,90.9,36,53,52,52,30
Trey Murphy III,Post,1630530,20212022,5,9,22,27,61.4,115.8,3.7,0.7,6.7,1.3,115.0,12,82,72,72,83
Jaden Springer,Post,1630531,20212022,3,3,6,6,50.0,94.4,-0.4,-0.1,0.5,0.2,100.7,0,34,47,47,54
Ziaire Williams,Post,1630533,20212022,10,23,52,57,54.8,103.5,1.9,0.2,9.0,0.9,99.5,16,57,55,55,51
Bones Hyland,Post,1630538,20212022,5,13,36,34,47.2,89.1,-4.1,-0.8,0.8,0.2,89.6,34,23,29,29,27
Moses Moody,Post,1630541,20212022,10,15,28,37,66.1,124.7,7.3,0.7,11.2,1.1,122.8,2,93,72,72,92
Jalen Johnson,Post,1630552,20212022,2,0,3,0,0.0,0.0,-3.2,-1.6,-2.8,-1.4,0.0,0,0,17,17,0
Scottie Barnes,Post,1630567,20212022,4,18,42,38,45.2,85.4,-6.5,-1.6,-0.7,-0.2,84.1,60,14,17,17,14
Sam Hauser,Post,1630573,20212022,3,1,4,3,37.5,70.8,-1.2,-0.4,-0.7,-0.2,68.0,0,4,39,39,1
Dalano Banton,Post,1630625,20212022,2,2,2,4,100.0,188.8,1.9,0.9,2.2,1.1,149.1,0,100,78,78,100
Jose Alvarado,Post,1630631,20212022,6,16,33,38,57.6,108.7,3.0,0.5,7.6,1.3,104.3,21,67,64,64,63
Ish Wainright,Post,1630688,20212022,5,5,12,13,54.2,102.3,0.3,0.1,1.9,0.4,100.3,1,55,50,50,53
